"Point"	"x_coord"	"y_coord"	"z_coord"	"u"
296	+1.012451013e+00	+0.000000000e+00	+2.531956221e-02	0.593167735
297	+1.012464644e+00	+0.000000000e+00	+2.546712869e-02	0.595171343
298	+1.012478275e+00	+0.000000000e+00	+2.561469516e-02	0.597174950
299	+1.012491907e+00	+0.000000000e+00	+2.576226163e-02	0.599178557
300	+1.012505538e+00	+0.000000000e+00	+2.590982810e-02	0.601182164
301	+1.012519169e+00	+0.000000000e+00	+2.605739458e-02	0.603185772
302	+1.012532800e+00	+0.000000000e+00	+2.620496105e-02	0.605189379
303	+1.012546432e+00	+0.000000000e+00	+2.635252752e-02	0.607192986
304	+1.012560063e+00	+0.000000000e+00	+2.650009399e-02	0.609196593
305	+1.012573694e+00	+0.000000000e+00	+2.664766047e-02	0.611200200
306	+1.012587325e+00	+0.000000000e+00	+2.679522694e-02	0.613203808
307	+1.012600956e+00	+0.000000000e+00	+2.694279341e-02	0.615207415
308	+1.012614588e+00	+0.000000000e+00	+2.709035988e-02	0.617211022
309	+1.012628219e+00	+0.000000000e+00	+2.723792636e-02	0.619214629
310	+1.012641850e+00	+0.000000000e+00	+2.738549283e-02	0.621218236
311	+1.012655481e+00	+0.000000000e+00	+2.753305930e-02	0.623221844
312	+1.012669113e+00	+0.000000000e+00	+2.768062577e-02	0.625225451
313	+1.012682744e+00	+0.000000000e+00	+2.782819225e-02	0.627229058
314	+1.012696375e+00	+0.000000000e+00	+2.797575872e-02	0.629232665
315	+1.012710006e+00	+0.000000000e+00	+2.812332519e-02	0.631236273
316	+1.012723638e+00	+0.000000000e+00	+2.827089166e-02	0.633239880
317	+1.012737269e+00	+0.000000000e+00	+2.841845814e-02	0.635243487
318	+1.012750900e+00	+0.000000000e+00	+2.856602461e-02	0.637247094
319	+1.012764531e+00	+0.000000000e+00	+2.871359108e-02	0.639250701
320	+1.012778162e+00	+0.000000000e+00	+2.886115755e-02	0.641254309
321	+1.012791794e+00	+0.000000000e+00	+2.900872403e-02	0.643257916
322	+1.012805425e+00	+0.000000000e+00	+2.915629050e-02	0.645261523
323	+1.012819056e+00	+0.000000000e+00	+2.930385697e-02	0.647265130
324	+1.012832687e+00	+0.000000000e+00	+2.945142344e-02	0.649268737
325	+1.012846319e+00	+0.000000000e+00	+2.959898992e-02	0.651272345
326	+1.012859950e+00	+0.000000000e+00	+2.974655639e-02	0.653275952
327	+1.012873581e+00	+0.000000000e+00	+2.989412286e-02	0.655279559
328	+1.012887212e+00	+0.000000000e+00	+3.004168933e-02	0.657283166
329	+1.012900844e+00	+0.000000000e+00	+3.018925581e-02	0.659286774
330	+1.012914475e+00	+0.000000000e+00	+3.033682228e-02	0.661290381
331	+1.012928106e+00	+0.000000000e+00	+3.048438875e-02	0.663293988
332	+1.012941737e+00	+0.000000000e+00	+3.063195522e-02	0.665297595
333	+1.012955368e+00	+0.000000000e+00	+3.077952170e-02	0.667301202
